location,price,m2,price/m2,details,floor,build
"град Русе, Център, х-л Балкан",84 000 EUR,79 m2,(1063 EUR/m2),Продава 3-СТАЕН,3-ти от 4,ТEЦ: ДА
"град Русе, Център, по ул.Ангел Кънчев",85 000 EUR,80 m2,(1063 EUR/m2),Продава 3-СТАЕН,3-ти от 4,Строителство: Тухла
"град Русе, Център",85 000 EUR,90 m2,(944 EUR/m2),Продава 3-СТАЕН,4-ти от 5,ТEЦ: ДА
"град Русе, Център, до Операта",85 000 EUR,90 m2,(944 EUR/m2),Продава 3-СТАЕН,4-ти от 5,Строителство: Тухла
"град Русе, Център",85 000 EUR,92 m2,(924 EUR/m2),Продава 3-СТАЕН,11-ти от 15,Строителство: Тухла
"град Русе, Център, х-л Дунав",85 000 EUR,90 m2,(944 EUR/m2),Продава 3-СТАЕН,4-ти от 5,Строителство: Тухла
"град Русе, Център",85 000 EUR,114 m2,(746 EUR/m2),Продава 3-СТАЕН,4-ти от 6,ТEЦ: НЕ
"град Русе, Център",86 000 EUR,90 m2,(956 EUR/m2),Продава 3-СТАЕН,4-ти от 5,ТEЦ: ДА
"град Русе, Център",87 000 EUR,118 m2,(737 EUR/m2),Продава 3-СТАЕН,4-ти от 5,Строителство: Тухла
"град Русе, Център, Операта",87 000 EUR,90 m2,(967 EUR/m2),Продава 3-СТАЕН,4-ти от 5,ТEЦ: ДА
"град Русе, Център",87 500 EUR,105 m2,(833 EUR/m2),Продава 3-СТАЕН,4-ти от 5,Газ: НЕ
"град Русе, Център, Младежки дом",87 500 EUR,70 m2,(1250 EUR/m2),Продава 3-СТАЕН,2-ри от 3,"Строителство: Тухла, 1972 г."
"град Русе, Център, СБА",88 000 EUR,72 m2,(1222 EUR/m2),Продава 3-СТАЕН,3-ти от 4,Газ: НЕ
"град Русе, Център",89 000 EUR,105 m2,(848 EUR/m2),Продава 3-СТАЕН,4-ти от 5,ТEЦ: ДА
"град Русе, Център, зад Халите",91 000 EUR,109 m2,(835 EUR/m2),Продава 3-СТАЕН,5-ти от 5,"Строителство: Тухла, 2008 г."
"град Русе, Център, х.Рига",91 000 EUR,109 m2,(835 EUR/m2),Продава 3-СТАЕН,5-ти от 5,Газ: ДА
"град Русе, Център, хотел Рига",91 000 EUR,109 m2,(835 EUR/m2),Продава 3-СТАЕН,5-ти от 5,"Строителство: Тухла, 2016 г."
"град Русе, Център, Рига",91 000 EUR,109 m2,(835 EUR/m2),Продава 3-СТАЕН,5-ти от 5,"Строителство: Тухла, 2006 г."
"град Русе, Център, П. Д. Петков",91 000 EUR,100 m2,(910 EUR/m2),Продава 3-СТАЕН,5-ти от 10,Газ: НЕ
"град Русе, Център",91 800 EUR,109 m2,(842 EUR/m2),Продава 3-СТАЕН,5-ти от 5,Газ: ДА
"град Русе, Център",91 900 EUR,109 m2,(843 EUR/m2),Продава 3-СТАЕН,5-ти от 5,Строителство: Тухла
"град Русе, Център",91 900 EUR,109 m2,(843 EUR/m2),Продава 3-СТАЕН,5-ти от 5,Газ: ДА
"град Русе, Център, хотел Рига",91 900 EUR,109 m2,(843 EUR/m2),Продава 3-СТАЕН,5-ти от 5,"Строителство: Тухла, 2006 г."
"град Русе, Център",91 900 EUR,109 m2,(843 EUR/m2),Продава 3-СТАЕН,5-ти от 5,Строителство: Тухла
"град Русе, Център, Операта",92 000 EUR,89 m2,(1034 EUR/m2),Продава 3-СТАЕН,6-ти от 6,"Строителство: Тухла, 2010 г."
"град Русе, Център",92 000 EUR,95 m2,(968 EUR/m2),Продава 3-СТАЕН,3-ти от 4,"Строителство: Тухла, 1970 г."
"град Русе, Център, изложбена зала",92 700 EUR,97 m2,(956 EUR/m2),Продава 3-СТАЕН,3-ти от 8,Строителство: Тухла
"град Русе, Център, до Рига",93 000 EUR,95 m2,(979 EUR/m2),Продава 3-СТАЕН,3-ти от 3,Строителство: Тухла
"град Русе, Център, зад съда",93 000 EUR,95 m2,(979 EUR/m2),Продава 3-СТАЕН,2-ри от 3,"Строителство: Тухла, 1960 г."
"град Русе, Център",93 000 EUR,85 m2,(1094 EUR/m2),Продава 3-СТАЕН,3-ти от 8,Строителство: Тухла
"град Русе, Център",93 100 EUR,98 m2,(950 EUR/m2),Продава 3-СТАЕН,"Тухла, 1980 г.","
"
"град Русе, Център",93 900 EUR,75 m2,(1252 EUR/m2),Продава 3-СТАЕН,3-ти от 3,Газ: ДА
"град Русе, Център, Идеален център",95 000 EUR,87 m2,(1092 EUR/m2),Продава 3-СТАЕН,4-ти от 5,Строителство: Тухла
"град Русе, Център, Халите",96 000 EUR,115 m2,(835 EUR/m2),Продава 3-СТАЕН,4-ти от 5,Строителство: Тухла
"град Русе, Център, Сердика",97 000 EUR,78 m2,(1244 EUR/m2),Продава 3-СТАЕН,6-ти от 14,ТEЦ: ДА
"град Русе, Център",190 000 лв.,109 m2,(1743 лв./m2),Продава 3-СТАЕН,5-ти от 5,Газ: ДА
"град Русе, Център, Корабен техникум",98 000 EUR,102 m2,(961 EUR/m2),Продава 3-СТАЕН,2-ри от 3,"Строителство: Тухла, 1965 г."
"град Русе, Център",98 000 EUR,92 m2,(1065 EUR/m2),Продава 3-СТАЕН,6-ти от 15,ТEЦ: ДА
"град Русе, Център",98 000 EUR,92 m2,(1065 EUR/m2),Продава 3-СТАЕН,6-ти от 10,ТEЦ: ДА
"град Русе, Център, Идеален център",98 000 EUR,92 m2,(1065 EUR/m2),Продава 3-СТАЕН,ДА,Строителство: ЕПК
"град Русе, Център, топ център",98 000 EUR,92 m2,(1065 EUR/m2),Продава 3-СТАЕН,6-ти от 15,ТEЦ: ДА
"град Русе, Център, Пантеона",98 000 EUR,92 m2,(1065 EUR/m2),Продава 3-СТАЕН,6-ти от 11,ТEЦ: ДА
"град Русе, Център, Пантеона",99 000 EUR,73 m2,(1356 EUR/m2),Продава 3-СТАЕН,4-ти от 7,Строителство: Тухла
"град Русе, Център, Пантеона",101 500 EUR,87 m2,(1167 EUR/m2),Продава 3-СТАЕН,2-ри от 5,Газ: НЕ
"град Русе, Център, Халите",105 000 EUR,110 m2,(955 EUR/m2),Продава 3-СТАЕН,3-ти от 4,"Строителство: Тухла, 1960 г."
"град Русе, Център",106 000 EUR,113 m2,(938 EUR/m2),Продава 3-СТАЕН,4-ти от 5,ТEЦ: ДА
"град Русе, Център, Макаронената/Водното",107 800 EUR,110 m2,(980 EUR/m2),Продава 3-СТАЕН,4-ти от 4,Газ: НЕ
"град Русе, Център, СБА",108 900 EUR,109 m2,(999 EUR/m2),Продава 3-СТАЕН,5-ти от 9,Газ: ДА
"град Русе, Център",113 400 EUR,105 m2,(1080 EUR/m2),Продава 3-СТАЕН,2-ри от 4,Газ: ДА
"град Русе, Център",113 402 EUR,105 m2,(1080 EUR/m2),Продава 3-СТАЕН,2-ри от 4,ТEЦ: НЕ
"град Русе, Център",115 544 EUR,105 m2,(1100 EUR/m2),Продава 3-СТАЕН,3-ти от 5,"Строителство: Тухла, 2022 г."
"град Русе, Център, Комплекс Арена",116 500 EUR,149 m2,(782 EUR/m2),Продава 3-СТАЕН,7-ми от 13,ТEЦ: ДА
"град Русе, Център",119 400 EUR,129 m2,(926 EUR/m2),Продава 3-СТАЕН,6-ти от 13,Газ: НЕ
"град Русе, Център",119 990 EUR,85 m2,(1412 EUR/m2),Продава 3-СТАЕН,Тухла,"
"
"град Русе, Център",120 000 EUR,85 m2,(1412 EUR/m2),Продава 3-СТАЕН,4-ти от 5,ТEЦ: ДА
"град Русе, Център, ул.Александровска -Халите",120 000 EUR,85 m2,(1412 EUR/m2),Продава 3-СТАЕН,4-ти от 5,ТEЦ: ДА
"град Русе, Център, МГ",121 800 EUR,116 m2,(1050 EUR/m2),Продава 3-СТАЕН,3-ти от 6,"Строителство: Тухла, 2020 г."
"град Русе, Център, ТОП ЦЕНТЪР",125 000 EUR,120 m2,(1042 EUR/m2),Продава 3-СТАЕН,2-ри от 4,Строителство: Тухла
"град Русе, Център, Математическа гимназия",126 500 EUR,115 m2,(1100 EUR/m2),Продава 3-СТАЕН,3-ти от 5,"Строителство: Тухла, 2022 г."
"град Русе, Център, Математическа гимназия",130 000 EUR,115 m2,(1130 EUR/m2),Продава 3-СТАЕН,2-ри от 5,Газ: ДА
"град Русе, Център, Хъшове",131 000 EUR,131 m2,(1000 EUR/m2),Продава 3-СТАЕН,5-ти от 6,"Строителство: Тухла, 2022 г."
"град Русе, Център",131 625 EUR,139 m2,(947 EUR/m2),Продава 3-СТАЕН,2-ри от 6,Газ: ДА
"град Русе, Център",132 900 EUR,115 m2,(1156 EUR/m2),Продава 3-СТАЕН,2-ри от 5,Газ: ДА
"град Русе, Център, Американско пазарче",133 000 EUR,115 m2,(1157 EUR/m2),Продава 3-СТАЕН,3-ти от 7,Газ: ДА
"град Русе, Център, Исторически музей",133 138 EUR,129 m2,(1032 EUR/m2),Продава 3-СТАЕН,4-ти от 5,Газ: ДА
"град Русе, Център, Исторически музей",134 000 EUR,120 m2,(1117 EUR/m2),Продава 3-СТАЕН,2-ри от 5,"Строителство: Тухла, 2000 г."
"град Русе, Център, Американското пазарче",136 000 EUR,115 m2,(1183 EUR/m2),Продава 3-СТАЕН,2-ри от 6,"Строителство: Тухла, 2022 г."
"град Русе, Център",137 000 EUR,100 m2,(1370 EUR/m2),Продава 3-СТАЕН,4-ти от 5,Строителство: Тухла
"град Русе, Център",139 000 EUR,121 m2,(1149 EUR/m2),Продава 3-СТАЕН,2-ри от 5,Газ: ДА
"град Русе, Център",148 000 EUR,89 m2,(1663 EUR/m2),Продава 3-СТАЕН,3-ти от 6,Газ: ДА
"град Русе, Център, Халите",148 000 EUR,89 m2,(1663 EUR/m2),Продава 3-СТАЕН,3-ти от 6,Газ: ДА
"град Русе, Център",150 000 EUR,99 m2,(1515 EUR/m2),Продава 3-СТАЕН,3-ти от 5,Газ: ДА
"град Русе, Център",150 000 EUR,90 m2,(1667 EUR/m2),Продава 3-СТАЕН,3-ти от 5,Газ: ДА
"град Русе, Център",152 500 EUR,99 m2,(1540 EUR/m2),Продава 3-СТАЕН,3-ти от 5,ТEЦ: ДА
"град Русе, Център, Стария Център ",155 000 EUR,89 m2,(1742 EUR/m2),Продава 3-СТАЕН,3-ти от 3,Газ: ДА
"град Русе, Център, сладкарница Куба",155 000 EUR,119 m2,(1303 EUR/m2),Продава 3-СТАЕН,2-ри от 5,Газ: ДА
"град Русе, Център",155 000 EUR,108 m2,(1435 EUR/m2),Продава 3-СТАЕН,1-ви от 5,Газ: ДА
"град Русе, Център",156 000 EUR,97 m2,(1608 EUR/m2),Продава 3-СТАЕН,2-ри от 6,ТEЦ: Лок.отопл.
"град Русе, Център, Бул.Славянска БРП",161 000 EUR,91 m2,(1769 EUR/m2),Продава 3-СТАЕН,3-ти от 4,Газ: НЕ
"град Русе, Център",167 000 EUR,140 m2,(1193 EUR/m2),Продава 3-СТАЕН,2-ри от 5,"Строителство: Тухла, 2010 г."
"град Русе, Център",170 000 EUR,105 m2,(1619 EUR/m2),Продава 3-СТАЕН,4-ти от 5,Газ: НЕ
"град Русе, Център",183 000 EUR,107 m2,(1710 EUR/m2),Продава 3-СТАЕН,3-ти от 7,Газ: ДА
"град Русе, Център, Блок БРП Бул.Славянски",188 500 EUR,89 m2,(2118 EUR/m2),Продава 3-СТАЕН,5-ти от 6,Газ: НЕ
"град Русе, Център, Нова поща",196 000 EUR,145 m2,(1352 EUR/m2),Продава 3-СТАЕН,2-ри от 6,ТEЦ: ДА
"град Русе, Център, Новата поща",227 000 EUR,124 m2,(1831 EUR/m2),Продава 3-СТАЕН,2-ри от 5,ТEЦ: ДА
"град Русе, Център, Топ център",227 000 EUR,120 m2,(1892 EUR/m2),Продава 3-СТАЕН,3-ти от 5,ТEЦ: ДА
"град Русе, Център, Операта",,90 m2,,Продава 3-СТАЕН,4-ти от 5,ТEЦ: ДА
"град Русе, Център, Исторически музей",,120 m2,,Продава 3-СТАЕН,2-ри от 4,Газ: НЕ
"град Русе, Център, Математическа гимназия",,115 m2,,Продава 3-СТАЕН,3-ти от 7,Газ: ДА
"град Русе, Чародейка - Север",36 500 EUR,80 m2,(456 EUR/m2),Продава 3-СТАЕН,5-ти от 7,"Строителство: Панел, 1988 г."
"град Русе, Чародейка - Север",59 990 EUR,82 m2,(732 EUR/m2),Продава 3-СТАЕН,5-ти от 8,Строителство: Панел
"град Русе, Чародейка - Север",60 300 EUR,89 m2,(678 EUR/m2),Продава 3-СТАЕН,5-ти от 8,Строителство: Панел
"град Русе, Чародейка - Север",63 500 EUR,87 m2,(730 EUR/m2),Продава 3-СТАЕН,5-ти от 8,"Строителство: Панел, 1989 г."
"град Русе, Чародейка - Север, 300-те",67 500 EUR,93 m2,(726 EUR/m2),Продава 3-СТАЕН,3-ти от 8,Строителство: Панел
"град Русе, Чародейка - Юг, 200-та номера",50 000 EUR,85 m2,(588 EUR/m2),Продава 3-СТАЕН,1-ви от 8,Строителство: Панел
"град Русе, Чародейка - Юг, 200-те номера",50 000 EUR,82 m2,(610 EUR/m2),Продава 3-СТАЕН,1-ви от 7,Строителство: Панел
"град Русе, Чародейка - Юг, ДЗС",54 990 EUR,81 m2,(679 EUR/m2),Продава 3-СТАЕН,1-ви от 2,"Строителство: Тухла, 1971 г."
"град Русе, Чародейка - Юг, магазин Пацони",60 000 EUR,114 m2,(526 EUR/m2),Продава 3-СТАЕН,4-ти от 8,"Строителство: Панел, 1986 г."
"град Русе, Чародейка - Юг",71 900 EUR,78 m2,(922 EUR/m2),Продава 3-СТАЕН,8-ми от 8,Газ: НЕ
"град Русе, Чародейка - Юг",72 000 EUR,78 m2,(923 EUR/m2),Продава 3-СТАЕН,8-ми от 8,ТEЦ: НЕ
"град Русе, Чародейка - Юг, 200-те",73 000 EUR,78 m2,(936 EUR/m2),Продава 3-СТАЕН,8-ми от 8,Газ: НЕ
"град Русе, Чародейка - Юг",86 500 EUR,97 m2,(892 EUR/m2),Продава 3-СТАЕН,3-ти от 6,"Строителство: Тухла, 2010 г."
"град Русе, Широк център",32 000 EUR,80 m2,(400 EUR/m2),Продава 3-СТАЕН,2-ри от 8,Строителство: Панел
"град Русе, Широк център, Антим",37 000 EUR,80 m2,(463 EUR/m2),Продава 3-СТАЕН,5-ти от 8,Строителство: Панел
"град Русе, Широк център, Автогарата",42 000 EUR,81 m2,(519 EUR/m2),Продава 3-СТАЕН,11-ти от 12,ТEЦ: ДА
"град Русе, Широк център",53 500 EUR,74 m2,(723 EUR/m2),Продава 3-СТАЕН,4-ти от 4,Строителство: Тухла
"град Русе, Широк център",53 500 EUR,74 m2,(723 EUR/m2),Продава 3-СТАЕН,5-ти от 5,ТEЦ: ДА
"град Русе, Широк център",53 500 EUR,74 m2,(723 EUR/m2),Продава 3-СТАЕН,5-ти от 5,Строителство: Тухла
"град Русе, Широк център",53 500 EUR,74 m2,(723 EUR/m2),Продава 3-СТАЕН,5-ти от 5,Строителство: Тухла
"град Русе, Широк център, до бл.Афродита",53 500 EUR,74 m2,(723 EUR/m2),Продава 3-СТАЕН,5-ти от 5,Газ: ДА
"град Русе, Широк център",57 500 EUR,80 m2,(719 EUR/m2),Продава 3-СТАЕН,2-ри от 4,Строителство: Тухла
"град Русе, Широк център, ОМВ ",60 000 EUR,80 m2,(750 EUR/m2),Продава 3-СТАЕН,3-ти от 8,"Строителство: Панел, 1982 г."
"град Русе, Широк център, Борисова",67 500 EUR,90 m2,(750 EUR/m2),Продава 3-СТАЕН,7-ми от 8,Строителство: Тухла
"град Русе, Широк център",70 000 EUR,96 m2,(729 EUR/m2),Продава 3-СТАЕН,14-ти от 15,Газ: ДА
"град Русе, Широк център,  ул. Борисова",70 000 EUR,96 m2,(729 EUR/m2),Продава 3-СТАЕН,14-ти от 15,Газ: ДА
"град Русе, Широк център, Ул.Видин",73 900 EUR,130 m2,(568 EUR/m2),Продава 3-СТАЕН,4-ти от 5,ТEЦ: Лок.отопл.
"град Русе, Широк център, Борисова",75 000 EUR,75 m2,(1000 EUR/m2),Продава 3-СТАЕН,3-ти от 6,Строителство: Тухла
"град Русе, Широк център, Кооперативен пазар",75 000 EUR,83 m2,(904 EUR/m2),Продава 3-СТАЕН,1-ви от 4,"Строителство: Тухла, 1962 г."
"град Русе, Широк център",75 000 EUR,83 m2,(904 EUR/m2),Продава 3-СТАЕН,1-ви от 5,"Строителство: Тухла, 1986 г."
"град Русе, Широк център",75 000 EUR,83 m2,(904 EUR/m2),Продава 3-СТАЕН,1-ви от 5,Строителство: Тухла
"град Русе, Широк център",75 000 EUR,106 m2,(708 EUR/m2),Продава 3-СТАЕН,2-ри от 3,Строителство: Тухла
"град Русе, Широк център, срещу магазин Пацони",76 000 EUR,90 m2,(844 EUR/m2),Продава 3-СТАЕН,8-ми от 15,Газ: ДА
"град Русе, Широк център",86 000 EUR,100 m2,(860 EUR/m2),Продава 3-СТАЕН,10-ти от 12,ТEЦ: ДА
"град Русе, Широк център",91 100 EUR,114 m2,(799 EUR/m2),Продава 3-СТАЕН,6-ти от 6,Газ: ДА
"град Русе, Широк център",93 000 EUR,95 m2,(979 EUR/m2),Продава 3-СТАЕН,3-ти от 3,ТEЦ: ДА
"град Русе, Широк център, Корабен техникум",95 000 EUR,102 m2,(931 EUR/m2),Продава 3-СТАЕН,2-ри от 3,Газ: ДА
"град Русе, Широк център",95 000 EUR,103 m2,(922 EUR/m2),Продава 3-СТАЕН,2-ри от 3,Строителство: Тухла
"град Русе, Широк център",98 000 EUR,100 m2,(980 EUR/m2),Продава 3-СТАЕН,2-ри от 4,Газ: НЕ
"град Русе, Широк център",98 000 EUR,100 m2,(980 EUR/m2),Продава 3-СТАЕН,2-ри от 4,Газ: ДА
"град Русе, Широк център, Корабен техникум",98 000 EUR,102 m2,(961 EUR/m2),Продава 3-СТАЕН,2-ри от 3,Газ: ДА
"град Русе, Широк център",98 000 EUR,100 m2,(980 EUR/m2),Продава 3-СТАЕН,2-ри от 4,Строителство: Тухла
"град Русе, Широк център, Родилен дом",114 300 EUR,127 m2,(900 EUR/m2),Продава 3-СТАЕН,6-ти от 6,"Строителство: Тухла, 2021 г."
"град Русе, Широк център, Видин / Св.Георги",115 700 EUR,121 m2,(956 EUR/m2),Продава 3-СТАЕН,4-ти от 5,Газ: ДА
"град Русе, Ялта",61 500 EUR,75 m2,(820 EUR/m2),Продава 3-СТАЕН,4-ти от 4,Газ: НЕ
"град Русе, Ялта",82 000 EUR,90 m2,(911 EUR/m2),Продава 3-СТАЕН,3-ти от 5,Газ: НЕ
"град Русе, Ялта",85 000 EUR,76 m2,(1118 EUR/m2),Продава 3-СТАЕН,4-ти от 4,Газ: НЕ
"град Русе, Ялта",87 500 EUR,80 m2,(1094 EUR/m2),Продава 3-СТАЕН,4-ти от 4,ТEЦ: ДА
"град Русе, Ялта",87 500 EUR,76 m2,(1151 EUR/m2),Продава 3-СТАЕН,4-ти от 4,ТEЦ: ДА
"град Русе, Ялта",87 500 EUR,76 m2,(1151 EUR/m2),Продава 3-СТАЕН,4-ти от 4,ТEЦ: ДА
"град Русе, Ялта",87 500 EUR,76 m2,(1151 EUR/m2),Продава 3-СТАЕН,4-ти от 4,ТEЦ: ДА
"град Русе, Възраждане",65 000 EUR,85 m2,(765 EUR/m2),Продава 4-СТАЕН,1-ви от 4,Строителство: Тухла
"град Русе, Възраждане",118 000 EUR,96 m2,(1229 EUR/m2),Продава 4-СТАЕН,3-ти от 8,ТEЦ: ДА
"град Русе, Възраждане",118 000 EUR,95 m2,(1242 EUR/m2),Продава 4-СТАЕН,3-ти от 8,Газ: НЕ
"град Русе, Възраждане, ул. Плиска",120 000 EUR,90 m2,(1333 EUR/m2),Продава 4-СТАЕН,4-ти от 7,ТEЦ: ДА
"град Русе, Възраждане",123 000 EUR,90 m2,(1367 EUR/m2),Продава 4-СТАЕН,4-ти от 7,ТEЦ: ДА
"град Русе, Дружба 1",83 000 EUR,125 m2,(664 EUR/m2),Продава 4-СТАЕН,2-ри от 5,Газ: ДА
"град Русе, Дружба 2, ул.Мальовица",68 800 EUR,106 m2,(649 EUR/m2),Продава 4-СТАЕН,1-ви от 5,ТEЦ: Лок.отопл.
"град Русе, Дружба 2",82 000 EUR,106 m2,(774 EUR/m2),Продава 4-СТАЕН,3-ти от 4,"Строителство: Тухла, 1990 г."
"град Русе, Дружба 2",83 400 EUR,106 m2,(787 EUR/m2),Продава 4-СТАЕН,3-ти от 4,Газ: НЕ
"град Русе, Дружба 3",59 900 EUR,103 m2,(582 EUR/m2),Продава 4-СТАЕН,5-ти от 6,Строителство: Панел
"град Русе, Мидия Енос, Антим",57 000 EUR,120 m2,(475 EUR/m2),Продава 4-СТАЕН,10-ти от 10,Газ: ДА
"град Русе, Родина 2, училище Олимпи Панов",129 900 EUR,150 m2,(866 EUR/m2),Продава 4-СТАЕН,3-ти от 4,Газ: ДА
"град Русе, Родина 2, стадион дунав",130 000 EUR,150 m2,(867 EUR/m2),Продава 4-СТАЕН,3-ти от 4,Газ: НЕ
"град Русе, Родина 3",55 000 EUR,115 m2,(478 EUR/m2),Продава 4-СТАЕН,2-ри от 8,Строителство: Панел
"град Русе, Хъшове",112 800 EUR,121 m2,(932 EUR/m2),Продава 4-СТАЕН,1-ви от 6,"Строителство: Тухла, 1978 г."
"град Русе, Хъшове",170 900 EUR,214 m2,(799 EUR/m2),Продава 4-СТАЕН,4-ти от 4,Газ: ДА
"град Русе, Хъшове",211 000 EUR,211 m2,(1000 EUR/m2),Продава 4-СТАЕН,1-ви от 6,"Строителство: Тухла, 2022 г."
"град Русе, Хъшове",224 000 EUR,224 m2,(1000 EUR/m2),Продава 4-СТАЕН,5-ти от 6,"Строителство: Тухла, 2022 г."
"град Русе, Централен южен район",76 000 EUR,105 m2,(724 EUR/m2),Продава 4-СТАЕН,5-ти от 8,Газ: НЕ
"град Русе, Централен южен район",77 000 EUR,120 m2,(642 EUR/m2),Продава 4-СТАЕН,5-ти от 8,ТEЦ: ДА
"град Русе, Централен южен район",77 000 EUR,103 m2,(748 EUR/m2),Продава 4-СТАЕН,5-ти от 8,ТEЦ: ДА
"град Русе, Централен южен район",77 000 EUR,103 m2,(748 EUR/m2),Продава 4-СТАЕН,5-ти от 8,Газ: НЕ
"град Русе, Централен южен район",77 500 EUR,105 m2,(738 EUR/m2),Продава 4-СТАЕН,5-ти от 8,ТEЦ: ДА
"град Русе, Централен южен район",78 900 EUR,97 m2,(813 EUR/m2),Продава 4-СТАЕН,5-ти от 8,ТEЦ: ДА
"град Русе, Централен южен район",82 500 EUR,105 m2,(786 EUR/m2),Продава 4-СТАЕН,7-ми от 7,Газ: НЕ
"град Русе, Център, у-ще Иван вазов",74 999 EUR,90 m2,(833 EUR/m2),Продава 4-СТАЕН,3-ти от 5,Строителство: Тухла
"град Русе, Център",90 000 EUR,104 m2,(865 EUR/m2),Продава 4-СТАЕН,6-ти от 6,Строителство: Тухла
"град Русе, Център, II-ра поликлиника",92 000 EUR,104 m2,(885 EUR/m2),Продава 4-СТАЕН,6-ти от 6,Газ: ДА
"град Русе, Център",92 000 EUR,126 m2,(730 EUR/m2),Продава 4-СТАЕН,4-ти от 5,Газ: НЕ
"град Русе, Център",92 500 EUR,115 m2,(804 EUR/m2),Продава 4-СТАЕН,6-ти от 6,Газ: ДА
"град Русе, Център, ул.Мария Луиза",97 500 EUR,107 m2,(911 EUR/m2),Продава 4-СТАЕН,5-ти от 6,Газ: НЕ
"град Русе, Център, СБА",108 900 EUR,109 m2,(999 EUR/m2),Продава 4-СТАЕН,5-ти от 9,Газ: ДА
"град Русе, Център, Идеален център",130 000 EUR,190 m2,(684 EUR/m2),Продава 4-СТАЕН,2-ри от 2,Строителство: Тухла
"град Русе, Център",165 900 EUR,163 m2,(1018 EUR/m2),Продава 4-СТАЕН,3-ти от 4,Газ: НЕ
"град Русе, Център, ул.Мария Луиза",167 000 EUR,140 m2,(1193 EUR/m2),Продава 4-СТАЕН,2-ри от 5,Газ: ДА
"град Русе, Център, зад бл.Афродита",170 400 EUR,213 m2,(800 EUR/m2),Продава 4-СТАЕН,4-ти от 6,Газ: ДА
"град Русе, Център, Операта",180 000 EUR,150 m2,(1200 EUR/m2),Продава 4-СТАЕН,7-ми от 8,"Строителство: Тухла, 2020 г."
"град Русе, Център",191 400 EUR,174 m2,(1100 EUR/m2),Продава 4-СТАЕН,6-ти от 6,ТEЦ: ДА
"град Русе, Център",193 200 EUR,161 m2,(1200 EUR/m2),Продава 4-СТАЕН,6-ти от 7,ТEЦ: ДА
"град Русе, Център",195 000 EUR,230 m2,(848 EUR/m2),Продава 4-СТАЕН,1-ви от 2,Газ: ДА
"град Русе, Център, улица  Мария Луиза ",199 000 EUR,150 m2,(1327 EUR/m2),Продава 4-СТАЕН,5-ти от 6,ТEЦ: ДА
"град Русе, Център, Операта",207 600 EUR,173 m2,(1200 EUR/m2),Продава 4-СТАЕН,6-ти от 8,ТEЦ: ДА
"град Русе, Център, Площада",210 000 EUR,160 m2,(1313 EUR/m2),Продава 4-СТАЕН,6-ти от 7,Газ: НЕ
"град Русе, Център, х-л Дунав",261 000 EUR,261 m2,(1000 EUR/m2),Продава 4-СТАЕН,5-ти от 6,Газ: ДА
"град Русе, Център",265 320 EUR,270 m2,(983 EUR/m2),Продава 4-СТАЕН,13-ти от 13,Газ: НЕ
"град Русе, Център, ВиК",,120 m2,,Продава 4-СТАЕН,4-ти от 5,Строителство: Тухла
"град Русе, Чародейка - Север, 400-те",52 000 EUR,97 m2,(536 EUR/m2),Продава 4-СТАЕН,7-ми от 8,Строителство: Панел
"град Русе, Чародейка - Север, 400-те",56 500 EUR,104 m2,(543 EUR/m2),Продава 4-СТАЕН,2-ри от 8,Строителство: Панел
"град Русе, Чародейка - Юг",51 500 EUR,98 m2,(526 EUR/m2),Продава 4-СТАЕН,4-ти от 8,"Строителство: Панел, 1987 г."
"град Русе, Чародейка - Юг, 200-те",52 500 EUR,97 m2,(541 EUR/m2),Продава 4-СТАЕН,2-ри от 7,"Строителство: Панел, 1986 г."
"град Русе, Чародейка - Юг",52 500 EUR,98 m2,(536 EUR/m2),Продава 4-СТАЕН,2-ри от 8,Строителство: Панел
"град Русе, Широк център, ул.Видин",51 700 EUR,93 m2,(556 EUR/m2),Продава 4-СТАЕН,5-ти от 5,Строителство: Тухла
"град Русе, Широк център",54 000 EUR,96 m2,(563 EUR/m2),Продава 4-СТАЕН,4-ти от 4,"Строителство: Тухла, 1972 г."
"град Русе, Широк център",65 000 EUR,96 m2,(677 EUR/m2),Продава 4-СТАЕН,2-ри от 10,Газ: НЕ
"град Русе, Широк център",98 000 EUR,89 m2,(1101 EUR/m2),Продава 4-СТАЕН,7-ми от 8,"Строителство: Тухла, 1971 г."
"град Русе, Широк център",98 000 EUR,102 m2,(961 EUR/m2),Продава 4-СТАЕН,2-ри от 3,Газ: ДА
"град Русе, Широк център, До ул. Видин, техникум по",98 000 EUR,120 m2,(817 EUR/m2),Продава 4-СТАЕН,2-ри от 3,Строителство: Тухла
"град Русе, Широк център, Макаронената",115 000 EUR,121 m2,(950 EUR/m2),Продава 4-СТАЕН,1-ви от 4,"Строителство: Тухла, 1994 г."
"град Русе, Широк център, Родилен дом",126 900 EUR,141 m2,(900 EUR/m2),Продава 4-СТАЕН,6-ти от 6,"Строителство: Тухла, 2021 г."
"град Русе, Широк център",133 722 EUR,157 m2,(852 EUR/m2),Продава 4-СТАЕН,2-ри от 6,ТEЦ: НЕ
"град Русе, Широк център",167 000 EUR,140 m2,(1193 EUR/m2),Продава 4-СТАЕН,2-ри от 5,Газ: ДА
"град Русе, Широк център, бул. Бозвели",203 000 EUR,276 m2,(736 EUR/m2),Продава 4-СТАЕН,6-ти от 7,"Строителство: Тухла, 2021 г."
