location,price,m2,price/m2,details,floor,build
"град Варна, Базар Левски",46 900 EUR,37 m2,(1268 EUR/m2),Продава 1-СТАЕН,1-ви от 4,ТEЦ: НЕ
"град Варна, Бриз",46 000 EUR,57 m2,(807 EUR/m2),Продава 1-СТАЕН,2-ри от 7,"Строителство: Тухла, 2022 г."
"град Варна, Бриз",56 000 EUR,42 m2,(1333 EUR/m2),Продава 1-СТАЕН,3-ти от 3,"Строителство: Тухла, 2021 г."
"град Варна, Виница",28 750 EUR,43 m2,(669 EUR/m2),Продава 1-СТАЕН,2-ри от 5,Строителство: Тухла
"град Варна, ВИНС-Червен площад, Генералите",69 900 EUR,50 m2,(1398 EUR/m2),Продава 1-СТАЕН,2-ри от 5,"Строителство: Тухла, 2000 г."
"град Варна, Владислав Варненчик 1",22 320 EUR,33 m2,(676 EUR/m2),Продава 1-СТАЕН,2-ри от 7,Строителство: Тухла
"град Варна, Гранд Мол",36 130 EUR,37 m2,(976 EUR/m2),Продава 1-СТАЕН,5-ти от 6,"Строителство: Тухла, 2022 г."
"град Варна, Изгрев",35 990 EUR,35 m2,(1028 EUR/m2),Продава 1-СТАЕН,3-ти от 5,"Строителство: Тухла, 2022 г."
"град Варна, к.к. Златни пясъци",35 000 EUR,40 m2,(875 EUR/m2),Продава 1-СТАЕН,3-ти от 7,"Строителство: Тухла, 2010 г."
"град Варна, к.к. Св.Св. Константин и Елена",40 100 EUR,34 m2,(1179 EUR/m2),Продава 1-СТАЕН,Партер от 5,"Строителство: Тухла, 2024 г."
"град Варна, Колхозен пазар",43 000 EUR,44 m2,(977 EUR/m2),Продава 1-СТАЕН,3-ти от 5,"Строителство: Тухла, 2008 г."
"град Варна, Левски 1",41 500 EUR,37 m2,(1122 EUR/m2),Продава 1-СТАЕН,4-ти от 9,"Строителство: Тухла, 2022 г."
"град Варна, Левски 2",44 000 EUR,38 m2,(1158 EUR/m2),Продава 1-СТАЕН,Партер от 5,"Строителство: Тухла, 2018 г."
"град Варна, Лятно кино Тракия",41 990 EUR,46 m2,(913 EUR/m2),Продава 1-СТАЕН,5-ти от 5,"Строителство: Тухла, 2021 г."
"град Варна, Младост 1",38 000 EUR,36 m2,(1056 EUR/m2),Продава 1-СТАЕН,2-ри от 5,"Строителство: Тухла, 2022 г."
"град Варна, Младост 1",38 000 EUR,34 m2,(1118 EUR/m2),Продава 1-СТАЕН,2-ри от 4,ТEЦ: НЕ
"град Варна, Спортна зала",45 200 EUR,30 m2,(1507 EUR/m2),Продава 1-СТАЕН,НЕ,ТEЦ: НЕ
"град Варна, Цветен квартал",35 990 EUR,35 m2,(1028 EUR/m2),Продава 1-СТАЕН,Партер от 6,"Строителство: Тухла, 2022 г."
"град Варна, Цветен квартал",49 500 EUR,37 m2,(1338 EUR/m2),Продава 1-СТАЕН,2-ри от 5,"Строителство: Тухла, 2010 г."
"град Варна, Цветен квартал",54 400 EUR,46 m2,(1183 EUR/m2),Продава 1-СТАЕН,3-ти от 8,"Строителство: Тухла, 2022 г."
"град Варна, Център",55 000 EUR,50 m2,(1100 EUR/m2),Продава 1-СТАЕН,1-ви от 7,"Строителство: Тухла, 2020 г."
"град Варна, Аспарухово",44 990 EUR,42 m2,(1071 EUR/m2),Продава 2-СТАЕН,6-ти от 8,Строителство: Панел
"град Варна, Аспарухово",53 990 EUR,50 m2,(1080 EUR/m2),Продава 2-СТАЕН,3-ти от 4,Строителство: Тухла
"град Варна, Аспарухово, До ПАРК Аспарухово ",59 000 EUR,40 m2,(1475 EUR/m2),Продава 2-СТАЕН,4-ти от 7,"Строителство: Тухла, 2004 г."
"град Варна, Аспарухово, зад поликлиниката",66 000 EUR,67 m2,(985 EUR/m2),Продава 2-СТАЕН,5-ти от 6,"Строителство: Тухла, 2022 г."
"град Варна, Бриз",72 100 EUR,66 m2,(1092 EUR/m2),Продава 2-СТАЕН,3-ти от 4,"Строителство: Тухла, 2022 г."
"град Варна, Бриз",72 100 EUR,69 m2,(1045 EUR/m2),Продава 2-СТАЕН,2-ри от 4,Строителство: Тухла
"град Варна, Бриз",73 000 EUR,65 m2,(1123 EUR/m2),Продава 2-СТАЕН,2-ри от 8,Строителство: Тухла
"град Варна, Бриз",77 000 EUR,73 m2,(1055 EUR/m2),Продава 2-СТАЕН,"Тухла, 2023 г.","
"
"град Варна, Бриз, к-с Акварел",78 000 EUR,59 m2,(1322 EUR/m2),Продава 2-СТАЕН,2-ри от 6,"Строителство: Тухла, 2012 г."
"град Варна, Бриз",81 990 EUR,65 m2,(1261 EUR/m2),Продава 2-СТАЕН,6-ти от 12,"Строителство: Тухла, 2021 г."
"град Варна, Бриз, бриз",88 000 EUR,91 m2,(967 EUR/m2),Продава 2-СТАЕН,3-ти от 5,"Строителство: Тухла, 2011 г."
"град Варна, Бриз",93 800 EUR,66 m2,(1421 EUR/m2),Продава 2-СТАЕН,4-ти от 11,Газ: НЕ
"град Варна, Бриз",93 900 EUR,66 m2,(1423 EUR/m2),Продава 2-СТАЕН,4-ти от 11,"Строителство: Тухла, 2022 г."
"град Варна, Бриз",93 900 EUR,66 m2,(1423 EUR/m2),Продава 2-СТАЕН,4-ти от 11,Строителство: Тухла
"град Варна, Бриз",94 690 EUR,66 m2,(1435 EUR/m2),Продава 2-СТАЕН,4-ти от 11,"Строителство: Тухла, 2021 г."
"град Варна, Бриз",94 750 EUR,66 m2,(1436 EUR/m2),Продава 2-СТАЕН,4-ти от 11,"Строителство: Тухла, 2022 г."
"град Варна, Бриз",111 600 EUR,147 m2,(759 EUR/m2),Продава 2-СТАЕН,1-ви от 4,"Строителство: Тухла, 2023 г."
"град Варна, Виница",40 100 EUR,35 m2,(1146 EUR/m2),Продава 2-СТАЕН,1-ви от 5,"Строителство: Тухла, 2021 г."
"град Варна, Виница",42 150 EUR,52 m2,(811 EUR/m2),Продава 2-СТАЕН,2-ри от 4,"Строителство: Тухла, 2022 г."
"град Варна, Виница",42 500 EUR,49 m2,(867 EUR/m2),Продава 2-СТАЕН,3-ти от 3,Строителство: Тухла
"град Варна, Виница",49 500 EUR,50 m2,(990 EUR/m2),Продава 2-СТАЕН,Партер от 5,"Строителство: Тухла, 2015 г."
"град Варна, Виница",55 900 EUR,48 m2,(1165 EUR/m2),Продава 2-СТАЕН,2-ри от 5,Газ: НЕ
"град Варна, Виница",56 990 EUR,77 m2,(740 EUR/m2),Продава 2-СТАЕН,5-ти от 6,"Строителство: Тухла, 2022 г."
"град Варна, Виница",57 000 EUR,60 m2,(950 EUR/m2),Продава 2-СТАЕН,2-ри от 5,ТEЦ: НЕ
"град Варна, Виница",60 000 EUR,52 m2,(1154 EUR/m2),Продава 2-СТАЕН,4-ти от 6,Газ: НЕ
"град Варна, Виница",61 300 EUR,65 m2,(943 EUR/m2),Продава 2-СТАЕН,2-ри от 6,"Строителство: Тухла, 2022 г."
"град Варна, Виница",66 500 EUR,67 m2,(993 EUR/m2),Продава 2-СТАЕН,4-ти от 6,"Строителство: Тухла, 2022 г."
"град Варна, Виница",66 500 EUR,85 m2,(782 EUR/m2),Продава 2-СТАЕН,5-ти от 5,Строителство: Тухла
"град Варна, Виница",74 990 EUR,69 m2,(1087 EUR/m2),Продава 2-СТАЕН,2-ри от 5,"Строителство: Тухла, 2022 г."
"град Варна, Виница",91 500 EUR,92 m2,(995 EUR/m2),Продава 2-СТАЕН,5-ти от 6,"Строителство: Тухла, 2022 г."
"град Варна, ВИНС-Червен площад",59 900 EUR,45 m2,(1331 EUR/m2),Продава 2-СТАЕН,1-ви от 5,Строителство: Тухла
"град Варна, ВИНС-Червен площад",83 000 EUR,100 m2,(830 EUR/m2),Продава 2-СТАЕН,1-ви от 6,"Строителство: Тухла, 2017 г."
"град Варна, Владислав Варненчик 1",40 490 EUR,47 m2,(861 EUR/m2),Продава 2-СТАЕН,6-ти от 8,Строителство: Панел
"град Варна, Владислав Варненчик 1",45 900 EUR,45 m2,(1020 EUR/m2),Продава 2-СТАЕН,2-ри от 8,Строителство: Панел
"град Варна, Владислав Варненчик 1",45 990 EUR,45 m2,(1022 EUR/m2),Продава 2-СТАЕН,2-ри от 8,Строителство: Панел
"град Варна, Владислав Варненчик 1",46 000 EUR,48 m2,(958 EUR/m2),Продава 2-СТАЕН,2-ри от 8,"Строителство: Панел, 1985 г."
"град Варна, Владислав Варненчик 1",46 100 EUR,60 m2,(768 EUR/m2),Продава 2-СТАЕН,3-ти от 5,"Строителство: Тухла, 2022 г."
"град Варна, Владислав Варненчик 1, ЗА РЕМОНТ",52 000 EUR,60 m2,(867 EUR/m2),Продава 2-СТАЕН,8-ми от 8,ТEЦ: ДА
"град Варна, Владислав Варненчик 1",53 040 EUR,59 m2,(899 EUR/m2),Продава 2-СТАЕН,4-ти от 10,ТEЦ: НЕ
"град Варна, Владислав Варненчик 1",58 140 EUR,63 m2,(923 EUR/m2),Продава 2-СТАЕН,4-ти от 10,ТEЦ: НЕ
"град Варна, Владислав Варненчик 1",69 500 EUR,76 m2,(914 EUR/m2),Продава 2-СТАЕН,6-ти от 8,Строителство: Панел
"град Варна, Владислав Варненчик 1",76 200 EUR,60 m2,(1270 EUR/m2),Продава 2-СТАЕН,7-ми от 8,Газ: НЕ
"град Варна, Владислав Варненчик 2",45 990 EUR,42 m2,(1095 EUR/m2),Продава 2-СТАЕН,2-ри от 8,"Строителство: Панел, 1987 г."
"град Варна, Възраждане 1",50 500 EUR,81 m2,(623 EUR/m2),Продава 2-СТАЕН,1-ви от 6,Строителство: Тухла
"град Варна, Възраждане 1",53 000 EUR,49 m2,(1082 EUR/m2),Продава 2-СТАЕН,1-ви от 8,ТEЦ: НЕ
"град Варна, Възраждане 1",57 990 EUR,64 m2,(906 EUR/m2),Продава 2-СТАЕН,4-ти от 8,Строителство: Панел
"град Варна, Възраждане 1",58 000 EUR,76 m2,(763 EUR/m2),Продава 2-СТАЕН,5-ти от 6,"Строителство: Тухла, 2024 г."
"град Варна, Възраждане 1, Парк Възраждане",58 500 EUR,79 m2,(741 EUR/m2),Продава 2-СТАЕН,12-ти от 13,"Строителство: Тухла, 2022 г."
"град Варна, Възраждане 1",63 000 EUR,68 m2,(926 EUR/m2),Продава 2-СТАЕН,6-ти от 8,ТEЦ: ДА
"град Варна, Възраждане 1",64 500 EUR,84 m2,(768 EUR/m2),Продава 2-СТАЕН,5-ти от 11,ТEЦ: ДА
"град Варна, Възраждане 1",84 700 EUR,83 m2,(1020 EUR/m2),Продава 2-СТАЕН,7-ми от 7,"Строителство: Тухла, 2022 г."
"град Варна, Възраждане 2",45 000 EUR,135 m2,(333 EUR/m2),Продава 2-СТАЕН,5-ти от 5,Строителство: Тухла
"град Варна, Възраждане 2",57 700 EUR,63 m2,(916 EUR/m2),Продава 2-СТАЕН,3-ти от 9,ТEЦ: НЕ
"град Варна, Възраждане 2",57 700 EUR,63 m2,(916 EUR/m2),Продава 2-СТАЕН,5-ти от 9,"Строителство: Тухла, 2022 г."
"град Варна, Възраждане 2",65 000 EUR,58 m2,(1121 EUR/m2),Продава 2-СТАЕН,2-ри от 9,ТEЦ: НЕ
"град Варна, Възраждане 2",67 990 EUR,61 m2,(1115 EUR/m2),Продава 2-СТАЕН,1-ви от 8,"Строителство: Тухла, 2020 г."
"град Варна, Възраждане 2",68 000 EUR,67 m2,(1015 EUR/m2),Продава 2-СТАЕН,9-ти от 9,Газ: НЕ
"град Варна, Възраждане 2",69 300 EUR,76 m2,(912 EUR/m2),Продава 2-СТАЕН,5-ти от 9,ТEЦ: НЕ
"град Варна, Възраждане 3",33 990 EUR,60 m2,(567 EUR/m2),Продава 2-СТАЕН,"Тухла, 2022 г.","
"
"град Варна, Възраждане 3",37 500 EUR,65 m2,(577 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Варна, Възраждане 3",37 500 EUR,61 m2,(615 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Варна, Възраждане 3",39 500 EUR,58 m2,(681 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Варна, Възраждане 3",39 500 EUR,60 m2,(658 EUR/m2),Продава 2-СТАЕН,2-ри от 5,Строителство: Тухла
"град Варна, Възраждане 3, КОМПЛЕКС БЪЛГАРИЯ 4",41 500 EUR,60 m2,(692 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Варна, Възраждане 3",41 900 EUR,56 m2,(748 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Варна, Възраждане 3",41 990 EUR,59 m2,(712 EUR/m2),Продава 2-СТАЕН,2-ри от 5,Строителство: Тухла
"град Варна, Възраждане 3",42 000 EUR,52 m2,(808 EUR/m2),Продава 2-СТАЕН,2-ри от 4,Строителство: Тухла
"град Варна, Възраждане 3",44 000 EUR,65 m2,(677 EUR/m2),Продава 2-СТАЕН,2-ри от 4,Строителство: Тухла
"град Варна, Възраждане 3",44 500 EUR,54 m2,(824 EUR/m2),Продава 2-СТАЕН,3-ти от 4,Строителство: Тухла
"град Варна, Възраждане 3",45 500 EUR,53 m2,(858 EUR/m2),Продава 2-СТАЕН,3-ти от 5,Строителство: Тухла
"град Варна, Възраждане 3",52 500 EUR,62 m2,(847 EUR/m2),Продава 2-СТАЕН,4-ти от 5,Строителство: Тухла
"град Варна, Възраждане 4",46 400 EUR,64 m2,(725 EUR/m2),Продава 2-СТАЕН,5-ти от 10,"Строителство: Тухла, 2024 г."
"град Варна, Възраждане 4",60 000 EUR,90 m2,(667 EUR/m2),Продава 2-СТАЕН,3-ти от 3,"Строителство: Тухла, 2010 г."
"град Варна, Галата",56 900 EUR,55 m2,(1035 EUR/m2),Продава 2-СТАЕН,1-ви от 5,"Строителство: Тухла, 2021 г."
"град Варна, Галата",89 500 EUR,90 m2,(994 EUR/m2),Продава 2-СТАЕН,1-ви от 4,"Строителство: Тухла, 2015 г."
"град Варна, Галата",194 400 EUR,82 m2,(2371 EUR/m2),Продава 2-СТАЕН,2-ри от 4,Газ: НЕ
"град Варна, Гранд Мол, 8-ми март",72 990 EUR,65 m2,(1123 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Варна, Гръцка махала",82 500 EUR,85 m2,(971 EUR/m2),Продава 2-СТАЕН,4-ти от 4,"Строителство: Тухла, 2023 г."
"град Варна, Гръцка махала",105 000 EUR,48 m2,(2188 EUR/m2),Продава 2-СТАЕН,1-ви от 5,"Строителство: Тухла, 1970 г."
"град Варна, Гръцка махала, с ПАРКОМЯСТО!",108 990 EUR,48 m2,(2271 EUR/m2),Продава 2-СТАЕН,1-ви от 5,ТEЦ: ДА
"град Варна, Гръцка махала",119 900 EUR,75 m2,(1599 EUR/m2),Продава 2-СТАЕН,2-ри от 6,"Строителство: Тухла, 2023 г."
"град Варна, Гръцка махала, ул. Хан Аспарух   23 ",191 125 EUR,76 m2,(2515 EUR/m2),Продава 2-СТАЕН,3-ти от 6,"Строителство: Тухла, 2023 г."
"град Варна, Зимно кино Тракия",119 000 EUR,50 m2,(2380 EUR/m2),Продава 2-СТАЕН,5-ти от 7,Газ: НЕ
"град Варна, Изгрев",42 500 EUR,54 m2,(787 EUR/m2),Продава 2-СТАЕН,1-ви от 5,"Строителство: Тухла, 2022 г."
"град Варна, Изгрев",59 000 EUR,61 m2,(967 EUR/m2),Продава 2-СТАЕН,6-ти от 10,ТEЦ: НЕ
"град Варна, Изгрев",97 450 EUR,89 m2,(1095 EUR/m2),Продава 2-СТАЕН,4-ти от 4,"Строителство: Тухла, 2022 г."
"град Варна, к.к. Златни пясъци",56 000 EUR,74 m2,(757 EUR/m2),Продава 2-СТАЕН,1-ви от 7,"Строителство: Тухла, 2010 г."
"град Варна, к.к. Златни пясъци",60 000 EUR,88 m2,(682 EUR/m2),Продава 2-СТАЕН,7-ми от 7,"Строителство: Тухла, 2009 г."
"град Варна, к.к. Златни пясъци",69 000 EUR,77 m2,(896 EUR/m2),Продава 2-СТАЕН,6-ти от 8,Газ: НЕ
"град Варна, к.к. Златни пясъци",69 000 EUR,62 m2,(1113 EUR/m2),Продава 2-СТАЕН,3-ти от 7,Газ: НЕ
"град Варна, к.к. Златни пясъци",129 900 EUR,120 m2,(1083 EUR/m2),Продава 2-СТАЕН,9-ти от 9,"Строителство: Тухла, 2010 г."
"град Варна, к.к. Св.Св. Константин и Елена",49 100 EUR,50 m2,(982 EUR/m2),Продава 2-СТАЕН,2-ри от 6,Строителство: Тухла
"град Варна, к.к. Св.Св. Константин и Елена",60 000 EUR,65 m2,(923 EUR/m2),Продава 2-СТАЕН,2-ри от 5,"Строителство: Тухла, 2021 г."
"град Варна, к.к. Св.Св. Константин и Елена",60 500 EUR,62 m2,(976 EUR/m2),Продава 2-СТАЕН,2-ри от 5,"Строителство: Тухла, 2021 г."
"град Варна, к.к. Св.Св. Константин и Елена",67 000 EUR,80 m2,(838 EUR/m2),Продава 2-СТАЕН,1-ви от 6,"Строителство: Тухла, 2009 г."
"град Варна, к.к. Св.Св. Константин и Елена",74 990 EUR,69 m2,(1087 EUR/m2),Продава 2-СТАЕН,2-ри от 5,"Строителство: Тухла, 2022 г."
"град Варна, к.к. Св.Св. Константин и Елена",78 500 EUR,51 m2,(1539 EUR/m2),Продава 2-СТАЕН,1-ви от 10,"Строителство: Тухла, 2008 г."
"град Варна, к.к. Св.Св. Константин и Елена",86 900 EUR,72 m2,(1207 EUR/m2),Продава 2-СТАЕН,2-ри от 6,"Строителство: Тухла, 2022 г."
"град Варна, к.к. Св.Св. Константин и Елена",88 000 EUR,70 m2,(1257 EUR/m2),Продава 2-СТАЕН,4-ти от 6,"Строителство: Тухла, 2022 г."
"град Варна, к.к. Св.Св. Константин и Елена",97 560 EUR,81 m2,(1204 EUR/m2),Продава 2-СТАЕН,2-ри от 5,Газ: НЕ
"град Варна, к.к. Св.Св. Константин и Елена",105 000 EUR,76 m2,(1382 EUR/m2),Продава 2-СТАЕН,2-ри от 6,Строителство: Тухла
"град Варна, к.к. Св.Св. Константин и Елена",108 000 EUR,76 m2,(1421 EUR/m2),Продава 2-СТАЕН,3-ти от 5,Газ: НЕ
"град Варна, к.к. Слънчев ден",504 124 EUR,151 m2,(3339 EUR/m2),Продава 2-СТАЕН,2-ри от 8,ТEЦ: НЕ
"град Варна, к.к. Чайка",60 000 EUR,63 m2,(952 EUR/m2),Продава 2-СТАЕН,1-ви от 4,Газ: НЕ
"град Варна, к.к. Чайка",79 500 EUR,82 m2,(970 EUR/m2),Продава 2-СТАЕН,2-ри от 4,Строителство: Тухла
"град Варна, Кайсиева градина",31 999 EUR,40 m2,(800 EUR/m2),Продава 2-СТАЕН,7-ми от 11,Строителство: Тухла
"град Варна, Кайсиева градина",47 220 EUR,53 m2,(891 EUR/m2),Продава 2-СТАЕН,1-ви от 8,Строителство: Тухла
"град Варна, Кайсиева градина",52 500 EUR,67 m2,(784 EUR/m2),Продава 2-СТАЕН,2-ри от 10,"Строителство: Тухла, 2022 г."
"град Варна, Кайсиева градина",52 990 EUR,60 m2,(883 EUR/m2),Продава 2-СТАЕН,8-ми от 8,Строителство: Панел
"град Варна, Кайсиева градина",54 036 EUR,68 m2,(795 EUR/m2),Продава 2-СТАЕН,2-ри от 5,ТEЦ: ДА
"град Варна, Кайсиева градина",54 036 EUR,68 m2,(795 EUR/m2),Продава 2-СТАЕН,2-ри от 6,ТEЦ: ДА
"град Варна, Кайсиева градина",55 500 EUR,64 m2,(867 EUR/m2),Продава 2-СТАЕН,10-ти от 11,"Строителство: Тухла, 2022 г."
"град Варна, Кайсиева градина",59 000 EUR,63 m2,(937 EUR/m2),Продава 2-СТАЕН,4-ти от 5,"Строителство: Тухла, 2021 г."
"град Варна, Кайсиева градина",64 500 EUR,66 m2,(977 EUR/m2),Продава 2-СТАЕН,4-ти от 6,"Строителство: Тухла, 2022 г."
"град Варна, Кайсиева градина",67 500 EUR,76 m2,(888 EUR/m2),Продава 2-СТАЕН,3-ти от 8,Газ: ДА
"град Варна, Колхозен пазар",35 000 EUR,60 m2,(583 EUR/m2),Продава 2-СТАЕН,1-ви от 4,Строителство: Тухла
"град Варна, Колхозен пазар",54 900 EUR,50 m2,(1098 EUR/m2),Продава 2-СТАЕН,4-ти от 5,Строителство: Тухла
"град Варна, Колхозен пазар",87 000 EUR,85 m2,(1024 EUR/m2),Продава 2-СТАЕН,6-ти от 7,"Строителство: Тухла, 2022 г."
"град Варна, Конфуто, ГРАНД МОЛ",79 990 EUR,55 m2,(1454 EUR/m2),Продава 2-СТАЕН,3-ти от 8,"Строителство: Тухла, 2020 г."
"град Варна, Конфуто",85 000 EUR,67 m2,(1269 EUR/m2),Продава 2-СТАЕН,2-ри от 5,Строителство: Тухла
"град Варна, Левски 1",59 000 EUR,41 m2,(1439 EUR/m2),Продава 2-СТАЕН,4-ти от 8,"Строителство: Панел, 1986 г."
"град Варна, Левски 1",62 500 EUR,80 m2,(781 EUR/m2),Продава 2-СТАЕН,3-ти от 4,"Строителство: Тухла, 2006 г."
"град Варна, Левски 1",63 731 EUR,60 m2,(1062 EUR/m2),Продава 2-СТАЕН,4-ти от 5,"Строителство: Тухла, 2022 г."
"град Варна, Левски 1",63 900 EUR,66 m2,(968 EUR/m2),Продава 2-СТАЕН,3-ти от 8,"Строителство: Тухла, 2021 г."
"град Варна, Левски 1",69 900 EUR,60 m2,(1165 EUR/m2),Продава 2-СТАЕН,2-ри от 15,Строителство: ПК
"град Варна, Левски 1, ул. Дубровник",70 000 EUR,60 m2,(1167 EUR/m2),Продава 2-СТАЕН,2-ри от 15,Строителство: ЕПК
"град Варна, Левски 1",71 000 EUR,83 m2,(855 EUR/m2),Продава 2-СТАЕН,2-ри от 6,Газ: НЕ
"град Варна, Левски 1",71 500 EUR,66 m2,(1083 EUR/m2),Продава 2-СТАЕН,4-ти от 8,"Строителство: Тухла, 2021 г."
"град Варна, Левски 1",98 900 EUR,75 m2,(1319 EUR/m2),Продава 2-СТАЕН,6-ти от 7,"Строителство: Тухла, 2008 г."
"град Варна, Левски 1",123 000 EUR,69 m2,(1783 EUR/m2),Продава 2-СТАЕН,3-ти от 6,Газ: НЕ
"град Варна, Левски 2",69 400 EUR,67 m2,(1036 EUR/m2),Продава 2-СТАЕН,5-ти от 11,"Строителство: Тухла, 2023 г."
"град Варна, Лятно кино Тракия",58 500 EUR,46 m2,(1272 EUR/m2),Продава 2-СТАЕН,5-ти от 9,"Строителство: Тухла, 2022 г."
"град Варна, Лятно кино Тракия, Била",72 990 EUR,65 m2,(1123 EUR/m2),Продава 2-СТАЕН,8-ми от 9,Строителство: Тухла
"град Варна, Лятно кино Тракия",72 990 EUR,65 m2,(1123 EUR/m2),Продава 2-СТАЕН,8-ми от 10,"Строителство: Тухла, 2002 г."
"град Варна, Лятно кино Тракия",79 900 EUR,70 m2,(1141 EUR/m2),Продава 2-СТАЕН,5-ти от 7,"Строителство: Тухла, 2021 г."
"град Варна, Лятно кино Тракия",86 900 EUR,75 m2,(1159 EUR/m2),Продава 2-СТАЕН,2-ри от 5,Строителство: Тухла
"град Варна, м-т Ален мак",52 000 EUR,68 m2,(765 EUR/m2),Продава 2-СТАЕН,6-ти от 8,Строителство: Тухла
"град Варна, м-т Ален мак",58 000 EUR,56 m2,(1036 EUR/m2),Продава 2-СТАЕН,2-ри от 4,"Строителство: Тухла, 2022 г."
"град Варна, м-т Горна Трака",52 200 EUR,49 m2,(1065 EUR/m2),Продава 2-СТАЕН,1-ви от 5,"Строителство: Тухла, 2024 г."
"град Варна, м-т Горна Трака",63 400 EUR,64 m2,(991 EUR/m2),Продава 2-СТАЕН,2-ри от 5,"Строителство: Тухла, 2024 г."
"град Варна, м-т Горна Трака",63 600 EUR,63 m2,(1010 EUR/m2),Продава 2-СТАЕН,2-ри от 5,Газ: НЕ
"град Варна, м-т Горна Трака",67 300 EUR,73 m2,(922 EUR/m2),Продава 2-СТАЕН,2-ри от 5,Газ: НЕ
"град Варна, м-т Долна Трака",52 100 EUR,48 m2,(1085 EUR/m2),Продава 2-СТАЕН,2-ри от 5,Газ: НЕ
"град Варна, м-т Долна Трака",89 900 EUR,80 m2,(1124 EUR/m2),Продава 2-СТАЕН,2-ри от 6,Строителство: Тухла
"град Варна, Младост 1",54 990 EUR,69 m2,(797 EUR/m2),Продава 2-СТАЕН,7-ми от 20,Строителство: Тухла
"град Варна, Младост 1",69 000 EUR,69 m2,(1000 EUR/m2),Продава 2-СТАЕН,11-ти от 20,"Строителство: Тухла, 2026 г."
"град Варна, Младост 1",73 000 EUR,71 m2,(1028 EUR/m2),Продава 2-СТАЕН,2-ри от 4,ТEЦ: НЕ
"град Варна, Младост 2",56 000 EUR,40 m2,(1400 EUR/m2),Продава 2-СТАЕН,3-ти от 9,ТEЦ: ДА
"град Варна, Младост 2",78 000 EUR,76 m2,(1026 EUR/m2),Продава 2-СТАЕН,2-ри от 5,"Строителство: Тухла, 2021 г."
"град Варна, Окръжна болница-Генерали",71 250 EUR,75 m2,(950 EUR/m2),Продава 2-СТАЕН,9-ти от 10,"Строителство: Тухла, 2022 г."
"град Варна, Операта",54 990 EUR,49 m2,(1122 EUR/m2),Продава 2-СТАЕН,1-ви от 7,"Строителство: Тухла, 2018 г."
"град Варна, Операта",99 000 EUR,78 m2,(1269 EUR/m2),Продава 2-СТАЕН,4-ти от 5,"Строителство: Тухла, 2009 г."
"град Варна, Победа",64 900 EUR,58 m2,(1119 EUR/m2),Продава 2-СТАЕН,3-ти от 7,"Строителство: Тухла, 2021 г."
"град Варна, Победа",65 990 EUR,66 m2,(1000 EUR/m2),Продава 2-СТАЕН,8-ми от 14,"Строителство: Тухла, 2022 г."
"град Варна, Погреби",35 000 EUR,60 m2,(583 EUR/m2),Продава 2-СТАЕН,1-ви от 4,Строителство: Тухла
"град Варна, Погреби",35 990 EUR,60 m2,(600 EUR/m2),Продава 2-СТАЕН,Партер от 4,"Строителство: Тухла, 2015 г."
"град Варна, Погреби",52 500 EUR,64 m2,(820 EUR/m2),Продава 2-СТАЕН,1-ви от 7,"Строителство: Тухла, 2021 г."
"град Варна, Трошево",65 000 EUR,57 m2,(1140 EUR/m2),Продава 2-СТАЕН,5-ти от 7,ТEЦ: НЕ
"град Варна, Трошево",66 500 EUR,80 m2,(831 EUR/m2),Продава 2-СТАЕН,1-ви от 6,Газ: ДА
"град Варна, Трошево",94 000 EUR,61 m2,(1541 EUR/m2),Продава 2-СТАЕН,4-ти от 7,"Строителство: Тухла, 2022 г."
"град Варна, ХЕИ",64 990 EUR,55 m2,(1182 EUR/m2),Продава 2-СТАЕН,2-ри от 6,Строителство: Тухла
"град Варна, ХЕИ",64 990 EUR,55 m2,(1182 EUR/m2),Продава 2-СТАЕН,2-ри от 6,"Строителство: Тухла, 2021 г."
"град Варна, ХЕИ",89 900 EUR,70 m2,(1284 EUR/m2),Продава 2-СТАЕН,2-ри от 6,"Строителство: Тухла, 2009 г."
"град Варна, Христо Ботев",74 900 EUR,60 m2,(1248 EUR/m2),Продава 2-СТАЕН,8-ми от 8,ТEЦ: НЕ
"град Варна, Цветен квартал, Вятърна мелница",38 990 EUR,69 m2,(565 EUR/m2),Продава 2-СТАЕН,Тухла,"
"
"град Варна, Цветен квартал, Вятърна мелница",43 500 EUR,64 m2,(680 EUR/m2),Продава 2-СТАЕН,2-ри от 5,Строителство: Тухла
"град Варна, Цветен квартал",65 000 EUR,55 m2,(1182 EUR/m2),Продава 2-СТАЕН,2-ри от 5,"Строителство: Тухла, 2022 г."
"град Варна, Цветен квартал",65 000 EUR,50 m2,(1300 EUR/m2),Продава 2-СТАЕН,2-ри от 5,"Строителство: Тухла, 2021 г."
"град Варна, Цветен квартал",65 000 EUR,50 m2,(1300 EUR/m2),Продава 2-СТАЕН,2-ри от 5,Строителство: Тухла
